State_Code,State,Type,Year,Type_Detail,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Coal Expenditures (million USD),2011,Expenditures,635.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Coal Expenditures (million USD),2012,Expenditures,538.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Coal Expenditures (million USD),2013,Expenditures,566.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Coal Expenditures (million USD),2014,Expenditures,642.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Coal Average Price (USD per million BTU),2010,Price,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Coal Average Price (USD per million BTU),2011,Price,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Coal Average Price (USD per million BTU),2012,Price,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Coal Average Price (USD per million BTU),2013,Price,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Coal Average Price (USD per million BTU),2014,Price,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Electricity Consumption (billion BTU),2010,Consumption,231333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Electricity Consumption (billion BTU),2011,Consumption,233834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Electricity Consumption (billion BTU),2012,Consumption,231977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Electricity Consumption (billion BTU),2013,Consumption,234214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Electricity Consumption (billion BTU),2014,Consumption,234470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Electricity Expenditures (million USD),2010,Expenditures,5653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Electricity Expenditures (million USD),2011,Expenditures,5876.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Electricity Expenditures (million USD),2012,Expenditures,5970.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Electricity Expenditures (million USD),2013,Expenditures,6379.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Electricity Expenditures (million USD),2014,Expenditures,6459.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Electricity Average Price (USD per million BTU),2010,Price,24.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Electricity Average Price (USD per million BTU),2011,Price,25.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Electricity Average Price (USD per million BTU),2012,Price,26.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Electricity Average Price (USD per million BTU),2013,Price,27.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Electricity Average Price (USD per million BTU),2014,Price,28.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Fossil Fuels Consumption (billion BTU),2010,Consumption,1337325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Fossil Fuels Consumption (billion BTU),2011,Consumption,1329595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Fossil Fuels Consumption (billion BTU),2012,Consumption,1281593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Fossil Fuels Consumption (billion BTU),2013,Consumption,1328816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Fossil Fuels Consumption (billion BTU),2014,Consumption,1385193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Geothermal Energy Consumption (billion BTU),2010,Consumption,1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Geothermal Energy Consumption (billion BTU),2011,Consumption,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Geothermal Energy Consumption (billion BTU),2012,Consumption,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Geothermal Energy Consumption (billion BTU),2013,Consumption,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Geothermal Energy Consumption (billion BTU),2014,Consumption,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Geothermal Energy Net Generation (million kilowatt hours),2010,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Geothermal Energy Net Generation (million kilowatt hours),2011,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Geothermal Energy Net Generation (million kilowatt hours),2012,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Geothermal Energy Net Generation (million kilowatt hours),2013,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Geothermal Energy Net Generation (million kilowatt hours),2014,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Hydropower Consumption (billion BTU),2010,Consumption,8199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Hydropower Consumption (billion BTU),2011,Consumption,7250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Hydropower Consumption (billion BTU),2012,Consumption,5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Hydropower Consumption (billion BTU),2013,Consumption,4877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Hydropower Consumption (billion BTU),2014,Consumption,5216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Hydropower Net Generation (million kilowatt hours),2010,Production,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Hydropower Net Generation (million kilowatt hours),2011,Production,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Hydropower Net Generation (million kilowatt hours),2012,Production,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Hydropower Net Generation (million kilowatt hours),2013,Production,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Hydropower Net Generation (million kilowatt hours),2014,Production,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Natural Gas Consumption (including supplemental gaseous fuels) (billion BTU),2010,Consumption,427198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Natural Gas Consumption (including supplemental gaseous fuels) (billion BTU),2011,Consumption,424978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Natural Gas Consumption (including supplemental gaseous fuels) (billion BTU),2012,Consumption,430286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Natural Gas Consumption (including supplemental gaseous fuels) (billion BTU),2013,Consumption,474891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Natural Gas Consumption (including supplemental gaseous fuels) (billion BTU),2014,Consumption,489901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Natural Gas Expenditures (million USD),2010,Expenditures,2797.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Natural Gas Expenditures (million USD),2011,Expenditures,2791.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Natural Gas Expenditures (million USD),2012,Expenditures,2252.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Natural Gas Expenditures (million USD),2013,Expenditures,2838.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Natural Gas Expenditures (million USD),2014,Expenditures,3646.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Natural Gas Average Price (USD per million BTU),2010,Price,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Natural Gas Average Price (USD per million BTU),2011,Price,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Natural Gas Average Price (USD per million BTU),2012,Price,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Natural Gas Average Price (USD per million BTU),2013,Price,6.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Natural Gas Average Price (USD per million BTU),2014,Price,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,LPG Consumption (billion BTU),2010,Consumption,30431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,LPG Consumption (billion BTU),2011,Consumption,29366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,LPG Consumption (billion BTU),2012,Consumption,27850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,LPG Consumption (billion BTU),2013,Consumption,36574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,LPG Consumption (billion BTU),2014,Consumption,39558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,LPG Expenditures (million USD),2010,Expenditures,636.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,LPG Expenditures (million USD),2011,Expenditures,703.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,LPG Expenditures (million USD),2012,Expenditures,611.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,LPG Expenditures (million USD),2013,Expenditures,853.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,LPG Expenditures (million USD),2014,Expenditures,1042.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,LPG Average Price (USD per million BTU),2010,Price,21.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,LPG Average Price (USD per million BTU),2011,Price,24.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,LPG Average Price (USD per million BTU),2012,Price,22.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,LPG Average Price (USD per million BTU),2013,Price,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,LPG Average Price (USD per million BTU),2014,Price,26.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,GDP,2010,Total,271481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,GDP,2011,Total,284490.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,GDP,2012,Total,294728.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,GDP,2013,Total,307215.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,GDP,2014,Total,320381.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Population Estimate,2010,Population,5310418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Population Estimate,2011,Population,5348036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Population Estimate,2012,Population,5380615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Population Estimate,2013,Population,5422060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,Population Estimate,2014,Population,5457173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Consumption (billion BTU),2010,Consumption,1177620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Consumption (billion BTU),2011,Consumption,1155456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Consumption (billion BTU),2012,Consumption,1143099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Consumption (billion BTU),2013,Consumption,1138181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Consumption (billion BTU),2014,Consumption,1155549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Production (billion BTU),2010,Production,448713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Production (billion BTU),2011,Production,441341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Production (billion BTU),2012,Production,390246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Production (billion BTU),2013,Production,410271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Production (billion BTU),2014,Production,402842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Expenditures (million USD),2010,Expenditures,13314.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Expenditures (million USD),2011,Expenditures,15188.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Expenditures (million USD),2012,Expenditures,15314.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Expenditures (million USD),2013,Expenditures,15793.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Expenditures (million USD),2014,Expenditures,15948.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Average Price (USD/million BTU),2010,Price,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Average Price (USD/million BTU),2011,Price,20.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Average Price (USD/million BTU),2012,Price,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Average Price (USD/million BTU),2013,Price,21.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Average Price (USD/million BTU),2014,Price,20.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Consumption (billion BTU),2010,Consumption,98.11789881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Consumption (billion BTU),2011,Consumption,98.93055209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Consumption (billion BTU),2012,Consumption,99.56976605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Consumption (billion BTU),2014,Consumption,101.5259436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Production (billion BTU),2010,Production,98.35707902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Production (billion BTU),2011,Production,88.4227842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Production (billion BTU),2012,Production,105.1313787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Production (billion BTU),2014,Production,98.18924564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Expenditures (million USD),2010,Expenditures,114.0780965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Expenditures (million USD),2011,Expenditures,100.8295641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Expenditures (million USD),2012,Expenditures,103.1290198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Expenditures (million USD),2014,Expenditures,100.9788589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Average Price (USD/million BTU),2010,Price,116.3128492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Average Price (USD/million BTU),2011,Price,99.66378482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Average Price (USD/million BTU),2012,Price,102.7951807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Total Energy Average Price (USD/million BTU),2014,Price,97.42147211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Biomass Consumption (billion BTU),2010,Consumption,71310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Biomass Consumption (billion BTU),2011,Consumption,71184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Biomass Consumption (billion BTU),2012,Consumption,84165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Biomass Consumption (billion BTU),2013,Consumption,70216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Biomass Consumption (billion BTU),2014,Consumption,71994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Coal Consumption (billion BTU),2010,Consumption,148463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Coal Consumption (billion BTU),2011,Consumption,107546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Coal Consumption (billion BTU),2012,Consumption,82456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Coal Consumption (billion BTU),2013,Consumption,97767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Coal Consumption (billion BTU),2014,Consumption,116537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Coal Production (billion BTU),2010,Production,41586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Coal Production (billion BTU),2011,Production,28822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Coal Production (billion BTU),2012,Production,30537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Coal Production (billion BTU),2013,Production,37197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Coal Production (billion BTU),2014,Production,39072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Coal Expenditures (million USD),2010,Expenditures,476.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Coal Expenditures (million USD),2011,Expenditures,416.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Coal Expenditures (million USD),2012,Expenditures,367.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Coal Expenditures (million USD),2013,Expenditures,387.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Coal Expenditures (million USD),2014,Expenditures,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Coal Average Price (USD per million BTU),2010,Price,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Coal Average Price (USD per million BTU),2011,Price,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Coal Average Price (USD per million BTU),2012,Price,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Coal Average Price (USD per million BTU),2013,Price,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Coal Average Price (USD per million BTU),2014,Price,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Electricity Consumption (billion BTU),2010,Consumption,169533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Electricity Consumption (billion BTU),2011,Consumption,168340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Electricity Consumption (billion BTU),2012,Consumption,165099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi,Electricity Consumption (billion BTU),2013,Consumption,166444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
