State_Code,State,Type,Year,Type_Detail,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Geothermal Energy Consumption (billion BTU),2011,Consumption,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Geothermal Energy Consumption (billion BTU),2012,Consumption,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Geothermal Energy Consumption (billion BTU),2013,Consumption,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Geothermal Energy Consumption (billion BTU),2014,Consumption,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Geothermal Energy Net Generation (million kilowatt hours),2010,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Geothermal Energy Net Generation (million kilowatt hours),2011,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Geothermal Energy Net Generation (million kilowatt hours),2012,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Geothermal Energy Net Generation (million kilowatt hours),2013,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Geothermal Energy Net Generation (million kilowatt hours),2014,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Hydropower Consumption (billion BTU),2010,Consumption,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Hydropower Consumption (billion BTU),2011,Consumption,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Hydropower Consumption (billion BTU),2012,Consumption,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Hydropower Consumption (billion BTU),2013,Consumption,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Hydropower Consumption (billion BTU),2014,Consumption,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Hydropower Net Generation (million kilowatt hours),2010,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Hydropower Net Generation (million kilowatt hours),2011,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Hydropower Net Generation (million kilowatt hours),2012,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Hydropower Net Generation (million kilowatt hours),2013,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Hydropower Net Generation (million kilowatt hours),2014,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Natural Gas Consumption (including supplemental gaseous fuels) (billion BTU),2010,Consumption,33717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Natural Gas Consumption (including supplemental gaseous fuels) (billion BTU),2011,Consumption,33389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Natural Gas Consumption (including supplemental gaseous fuels) (billion BTU),2012,Consumption,29389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Natural Gas Consumption (including supplemental gaseous fuels) (billion BTU),2013,Consumption,34315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Natural Gas Consumption (including supplemental gaseous fuels) (billion BTU),2014,Consumption,35316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Natural Gas Expenditures (million USD),2010,Expenditures,415.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Natural Gas Expenditures (million USD),2011,Expenditures,377.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Natural Gas Expenditures (million USD),2012,Expenditures,316.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Natural Gas Expenditures (million USD),2013,Expenditures,375.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Natural Gas Expenditures (million USD),2014,Expenditures,411.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Natural Gas Average Price (USD per million BTU),2010,Price,12.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Natural Gas Average Price (USD per million BTU),2011,Price,11.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Natural Gas Average Price (USD per million BTU),2012,Price,11.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Natural Gas Average Price (USD per million BTU),2013,Price,11.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Natural Gas Average Price (USD per million BTU),2014,Price,12.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,LPG Consumption (billion BTU),2010,Consumption,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,LPG Consumption (billion BTU),2011,Consumption,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,LPG Consumption (billion BTU),2012,Consumption,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,LPG Consumption (billion BTU),2013,Consumption,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,LPG Consumption (billion BTU),2014,Consumption,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,LPG Expenditures (million USD),2010,Expenditures,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,LPG Expenditures (million USD),2011,Expenditures,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,LPG Expenditures (million USD),2012,Expenditures,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,LPG Expenditures (million USD),2013,Expenditures,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,LPG Expenditures (million USD),2014,Expenditures,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,LPG Average Price (USD per million BTU),2010,Price,28.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,LPG Average Price (USD per million BTU),2011,Price,29.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,LPG Average Price (USD per million BTU),2012,Price,27.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,LPG Average Price (USD per million BTU),2013,Price,28.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,LPG Average Price (USD per million BTU),2014,Price,32.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,GDP,2010,Total,104044.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,GDP,2011,Total,108029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,GDP,2012,Total,109760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,GDP,2013,Total,111816.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,GDP,2014,Total,116539.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Population Estimate,2010,Population,605210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Population Estimate,2011,Population,620427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Population Estimate,2012,Population,635040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Population Estimate,2013,Population,649111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,District of Columbia,Population Estimate,2014,Population,658893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Consumption (billion BTU),2010,Consumption,4282673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Consumption (billion BTU),2011,Consumption,4141711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Consumption (billion BTU),2012,Consumption,4029903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Consumption (billion BTU),2013,Consumption,4076406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Consumption (billion BTU),2014,Consumption,4121680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Production (billion BTU),2010,Production,510201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Production (billion BTU),2011,Production,500907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Production (billion BTU),2012,Production,442188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Production (billion BTU),2013,Production,542570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Production (billion BTU),2014,Production,553738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Expenditures (million USD),2010,Expenditures,59825.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Expenditures (million USD),2011,Expenditures,67345.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Expenditures (million USD),2012,Expenditures,66380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Expenditures (million USD),2013,Expenditures,66108.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Expenditures (million USD),2014,Expenditures,66413.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Average Price (USD/million BTU),2010,Price,22.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Average Price (USD/million BTU),2011,Price,25.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Average Price (USD/million BTU),2012,Price,25.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Average Price (USD/million BTU),2013,Price,25.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Average Price (USD/million BTU),2014,Price,24.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Consumption (billion BTU),2010,Consumption,96.70855094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Consumption (billion BTU),2011,Consumption,97.30043936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Consumption (billion BTU),2012,Consumption,101.1539484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Consumption (billion BTU),2014,Consumption,101.1106352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Production (billion BTU),2010,Production,98.178365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Production (billion BTU),2011,Production,88.27746468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Production (billion BTU),2012,Production,122.701204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Production (billion BTU),2014,Production,102.0583519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Expenditures (million USD),2010,Expenditures,112.569034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Expenditures (million USD),2011,Expenditures,98.5669336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Expenditures (million USD),2012,Expenditures,99.59099126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Expenditures (million USD),2014,Expenditures,100.461514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Average Price (USD/million BTU),2010,Price,115.2380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Average Price (USD/million BTU),2011,Price,100.5903188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Average Price (USD/million BTU),2012,Price,98.31768388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Total Energy Average Price (USD/million BTU),2014,Price,99.12455233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Biomass Consumption (billion BTU),2010,Consumption,246789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Biomass Consumption (billion BTU),2011,Consumption,245557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Biomass Consumption (billion BTU),2012,Consumption,244646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Biomass Consumption (billion BTU),2013,Consumption,253961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Biomass Consumption (billion BTU),2014,Consumption,250043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Coal Consumption (billion BTU),2010,Consumption,637416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Coal Consumption (billion BTU),2011,Consumption,552730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Coal Consumption (billion BTU),2012,Consumption,482984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Coal Consumption (billion BTU),2013,Consumption,505155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Coal Consumption (billion BTU),2014,Consumption,557882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Coal Production (billion BTU),2010,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Coal Production (billion BTU),2011,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Coal Production (billion BTU),2012,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Coal Production (billion BTU),2013,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Coal Production (billion BTU),2014,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Coal Expenditures (million USD),2010,Expenditures,2218.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Coal Expenditures (million USD),2011,Expenditures,1959.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Coal Expenditures (million USD),2012,Expenditures,1697.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Coal Expenditures (million USD),2013,Expenditures,1736.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Coal Expenditures (million USD),2014,Expenditures,1857.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Coal Average Price (USD per million BTU),2010,Price,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Coal Average Price (USD per million BTU),2011,Price,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Coal Average Price (USD per million BTU),2012,Price,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Coal Average Price (USD per million BTU),2013,Price,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Coal Average Price (USD per million BTU),2014,Price,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Electricity Consumption (billion BTU),2010,Consumption,788887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Electricity Consumption (billion BTU),2011,Consumption,768009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Electricity Consumption (billion BTU),2012,Consumption,752941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Electricity Consumption (billion BTU),2013,Consumption,757189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Electricity Consumption (billion BTU),2014,Consumption,771379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Electricity Expenditures (million USD),2010,Expenditures,24459.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Electricity Expenditures (million USD),2011,Expenditures,23880.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Electricity Expenditures (million USD),2012,Expenditures,23028.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Electricity Expenditures (million USD),2013,Expenditures,22678.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Electricity Expenditures (million USD),2014,Expenditures,24339.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Electricity Average Price (USD per million BTU),2010,Price,31.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Electricity Average Price (USD per million BTU),2011,Price,31.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Electricity Average Price (USD per million BTU),2012,Price,30.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Electricity Average Price (USD per million BTU),2013,Price,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Electricity Average Price (USD per million BTU),2014,Price,31.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Fossil Fuels Consumption (billion BTU),2010,Consumption,3491560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Fossil Fuels Consumption (billion BTU),2011,Consumption,3357837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Fossil Fuels Consumption (billion BTU),2012,Consumption,3327632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Fossil Fuels Consumption (billion BTU),2013,Consumption,3273949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Fossil Fuels Consumption (billion BTU),2014,Consumption,3350291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Geothermal Energy Consumption (billion BTU),2010,Consumption,9516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Geothermal Energy Consumption (billion BTU),2011,Consumption,9799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Geothermal Energy Consumption (billion BTU),2012,Consumption,10056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Geothermal Energy Consumption (billion BTU),2013,Consumption,10056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Geothermal Energy Consumption (billion BTU),2014,Consumption,10056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Geothermal Energy Net Generation (million kilowatt hours),2010,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Geothermal Energy Net Generation (million kilowatt hours),2011,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Geothermal Energy Net Generation (million kilowatt hours),2012,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Geothermal Energy Net Generation (million kilowatt hours),2013,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Geothermal Energy Net Generation (million kilowatt hours),2014,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Hydropower Consumption (billion BTU),2010,Consumption,1731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Hydropower Consumption (billion BTU),2011,Consumption,1769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Hydropower Consumption (billion BTU),2012,Consumption,1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Hydropower Consumption (billion BTU),2013,Consumption,2425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Hydropower Consumption (billion BTU),2014,Consumption,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Florida,Hydropower Net Generation (million kilowatt hours),2010,Production,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
