,latitude,longitude,State,region,sub-region,country,year,max_temp_avg,min_temp_avg,daylight_hr_avg,rain_avg,snowfall_avg
0,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
336,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
701,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
1066,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
1431,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
1797,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
2162,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
2527,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
2892,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
3258,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
3623,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
3988,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
4353,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
4719,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
5084,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
5449,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
5814,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
6180,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
6545,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
6910,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
7275,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
7641,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
8006,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
8371,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
8736,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
9072,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
9437,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
9802,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
10167,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
10533,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
10898,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
11263,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
11628,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
11994,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
12359,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
12724,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
13089,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
13455,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
13820,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
14185,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
14550,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
14916,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
15281,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
15646,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
16011,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
16377,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
16742,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
17107,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
17472,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
17808,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
18173,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
18538,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
18903,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
19269,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
19634,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
19999,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
20364,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
20730,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
21095,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
21460,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
21825,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
22191,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
22556,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
22921,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
23286,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
23652,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
24017,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
24382,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
24747,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
25113,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
25478,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
25843,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
26208,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
26544,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
26909,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
27274,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
27639,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
28005,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
28370,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
28735,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
29100,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
29466,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
29831,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
30196,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
30561,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
30927,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
31292,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
31657,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
32022,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
32388,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
32753,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
33118,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
33483,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
33849,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
34214,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
34579,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
34944,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
35280,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
35645,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
36010,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
36375,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
36741,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
37106,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
37471,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
37836,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
38202,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
38567,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
38932,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
39297,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
39663,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
40028,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
40393,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
40758,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
41124,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
41489,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
41854,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
42219,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
42585,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
42950,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
43315,36.09841537475586,-119.64981079101562,California,West,Pacific,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
43680,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
44016,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
44381,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
44746,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
45111,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
45477,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
45842,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
46207,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
46572,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
46938,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
47303,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
47668,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
48033,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
48399,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
48764,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
49129,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
49494,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
49860,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
50225,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
50590,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
50955,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
51321,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
51686,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
52051,39.05096435546875,-105.1851806640625,Colorado,West,Mountain,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
52416,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
52752,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
53117,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
53482,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
53847,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
54213,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
54578,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
54943,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
55308,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
55674,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
56039,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
56404,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
56769,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
57135,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
57500,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
57865,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
58230,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
58596,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
58961,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
59326,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
59691,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
60057,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
60422,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
60787,41.581722259521484,-72.72726440429688,Connecticut,Northeast,New England,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
61152,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
61488,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
61853,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
62218,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
62583,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
62949,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
63314,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
63679,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
64044,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
64410,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
64775,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
65140,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
65505,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
65871,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
66236,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
66601,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
66966,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
67332,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
67697,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
68062,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
68427,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
68793,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
69158,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
69523,39.33216094970703,-75.47586059570312,Delaware,South,South Atlantic,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
69888,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
70224,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
70589,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
70954,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
71319,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
71685,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
72050,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
72415,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
72780,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
73146,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
73511,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
73876,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
74241,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
74607,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
74972,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
75337,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
75702,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
76068,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
76433,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
76798,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
77163,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
77529,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
77894,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
78259,38.91036605834961,-77.072509765625,District of Columbia,South,South Atlantic,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
