,latitude,longitude,State,region,sub-region,country,year,max_temp_avg,min_temp_avg,daylight_hr_avg,rain_avg,snowfall_avg
357811,33.84885787963867,-80.92153930664062,South Carolina,South,South Atlantic,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
358176,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
358512,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
358877,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
359242,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
359607,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
359973,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
360338,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
360703,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
361068,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
361434,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
361799,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
362164,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
362529,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
362895,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
363260,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
363625,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
363990,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
364356,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
364721,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
365086,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
365451,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
365817,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
366182,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
366547,44.32337188720703,-99.49539184570312,South Dakota,Midwest,West North Central,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
366912,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
367248,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
367613,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
367978,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
368343,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
368709,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
369074,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
369439,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
369804,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
370170,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
370535,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
370900,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
371265,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
371631,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
371996,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
372361,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
372726,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
373092,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
373457,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
373822,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
374187,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
374553,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
374918,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
375283,35.74692153930664,-86.6365966796875,Tennessee,South,East South Central,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
375648,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
375984,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
376349,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
376714,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
377079,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
377445,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
377810,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
378175,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
378540,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
378906,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
379271,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
379636,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
380001,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
380367,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
380732,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
381097,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
381462,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
381828,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
382193,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
382558,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
382923,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
383289,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
383654,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
384019,31.03690528869629,-97.580078125,Texas,South,West South Central,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
384384,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
384720,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
385085,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
385450,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
385815,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
386181,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
386546,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
386911,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
387276,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
387642,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
388007,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
388372,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
388737,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
389103,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
389468,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
389833,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
390198,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
390564,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
390929,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
391294,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
391659,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
392025,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
392390,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
392755,40.17574691772461,-111.96351623535156,Utah,West,Mountain,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
393120,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
393456,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
393821,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
394186,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
394551,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
394917,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
395282,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
395647,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
396012,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
396378,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
396743,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
397108,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
397473,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
397839,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
398204,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
398569,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
398934,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
399300,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
399665,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
400030,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
400395,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
400761,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
401126,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
401491,44.042179107666016,-72.90274047851562,Vermont,Northeast,New England,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
401856,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
402192,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
402557,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
402922,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
403287,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
403653,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
404018,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
404383,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
404748,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
405114,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
405479,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
405844,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
406209,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
406575,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
406940,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
407305,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
407670,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
408036,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
408401,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
408766,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
409131,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
409497,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
409862,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
410227,37.785587310791016,-78.1927490234375,Virginia,South,South Atlantic,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
410592,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
410928,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
411293,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
411658,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
412023,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
412389,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
412754,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
413119,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
413484,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
413850,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
414215,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
414580,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
414945,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
415311,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
415676,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
416041,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
416406,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
416772,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
417137,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
417502,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
417867,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
418233,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
418598,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
418963,47.41651916503906,-121.57376098632812,Washington,West,Pacific,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
419328,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
419664,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
420029,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
420394,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
420759,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
421125,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
421490,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
421855,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
422220,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
422586,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
422951,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
423316,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
423681,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
424047,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
424412,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
424777,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
425142,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
425508,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
425873,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
426238,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
426603,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
426969,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
427334,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
427699,38.48857498168945,-80.96334838867188,West Virginia,South,South Atlantic,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
428064,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
428400,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
428765,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
429130,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
429495,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
429861,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
430226,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
430591,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
430956,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
431322,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
431687,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
432052,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
432417,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
432783,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
433148,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
433513,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
433878,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
434244,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
434609,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
434974,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
435339,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
